State,Agency,AgencyID,OrgType,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount
AK,Alaska Railroad Corporation (ARRC),41,A,AR,FT,57,"15,659","4,293","6,839","6,810","33,601","31,870",5.5,2.4,5.1,4.4,17.4,12.5
AK,Alaska Railroad Corporation (ARRC),41,A,AR,PT,57,0,0,0,0,0,0,0,0,0,0,0,0
AK,Fairbanks North Star Borough Transit (MACS),45,A,DR,FT,4,"15,987",0,0,"2,109","18,096",0,10,0,0,1.8,11.8,0
AK,Fairbanks North Star Borough Transit (MACS),45,A,DR,PT,4,"3,626",0,0,0,"3,626",0,7,0,0,0,7,0
AK,Fairbanks North Star Borough Transit (MACS),45,A,MB,FT,7,"20,633","2,711",0,"4,404","27,748",0,14,1.5,0,3.2,18.7,0
AK,Fairbanks North Star Borough Transit (MACS),45,A,MB,PT,7,"1,877",777,0,0,"2,654",0,3,2,0,0,5,0
AK,Municipality of Anchorage - Public Transportation Department (People Mover),12,B,MB,FT,46,"199,991","60,458",0,"29,652","290,101","1,786",110,35,0,17,162,1
AK,Municipality of Anchorage - Public Transportation Department (People Mover),12,B,MB,PT,46,0,0,"7,228",0,"7,228",0,0,0,10,0,10,0
AL,Birmingham-Jefferson County Transit Authority (MAX),4042,B,DR,FT,22,"78,746","9,601",0,"4,698","93,045",0,37.1,6,0,2.8,45.9,0
AL,Birmingham-Jefferson County Transit Authority (MAX),4042,B,DR,PT,22,0,0,0,0,0,0,0,0,0,0,0,0
AL,Birmingham-Jefferson County Transit Authority (MAX),4042,B,MB,FT,72,"275,040","64,254","6,230","31,439","376,963","2,800",163.1,36,4,20,223.1,2
AL,Birmingham-Jefferson County Transit Authority (MAX),4042,B,MB,PT,72,824,0,0,0,824,0,2,0,0,0,2,0
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,DR,FT,14,"28,522","1,624",92,"2,991","33,229",0,11.5,1,0.1,1.4,14,0
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,DR,PT,14,"5,098",809,0,820,"6,727",0,4.2,0.6,0,0.7,5.5,0
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,MB,FT,13,"28,892","1,999",97,"1,958","32,946",0,15,1.2,0.1,1.5,17.8,0
AL,"City of Huntsville, Alabama - Public Transportation Division",4071,B,MB,PT,13,"13,698","1,176",0,"1,510","16,384",0,17.4,1.4,0,0.8,19.6,0
AL,Lee-Russell Council of Governments (LRCOG),4073,A,DR,FT,13,"26,020",723,173,"2,667","29,583",0,23,1,1,4,29,0
AL,Lee-Russell Council of Governments (LRCOG),4073,A,DR,PT,13,"4,416",157,0,410,"4,983",0,15,1,0,3,19,0
AL,Lee-Russell Council of Governments (LRCOG),4073,A,MB,FT,3,"9,430",434,115,"1,778","11,757",0,6,1,1,4,12,0
AL,Lee-Russell Council of Governments (LRCOG),4073,A,MB,PT,3,"1,026",104,0,273,"1,403",0,2,1,0,3,6,0
AL,Montgomery Area Transit System (MATS),4044,A,DR,FT,13,"37,601","5,580","4,583","8,320","56,084",0,15.7,2.4,1.7,4,23.8,0
AL,Montgomery Area Transit System (MATS),4044,A,DR,PT,13,0,0,"3,143",0,"3,143",0,0,0,1.9,0,1.9,0
AL,Montgomery Area Transit System (MATS),4044,A,MB,FT,19,"91,931","12,880","7,280","14,560","126,651",0,40.3,5.6,3.3,7,56.2,0
AL,Montgomery Area Transit System (MATS),4044,A,MB,PT,19,0,0,"6,004",0,"6,004",0,0,0,5.1,0,5.1,0
AL,Morgan County Area Transportation System (MCATS),4111,A,DR,FT,28,"18,720","2,080",0,"6,240","27,040",0,9,1,0,3,13,0
AL,Morgan County Area Transportation System (MCATS),4111,A,DR,PT,28,"16,900",0,0,0,"16,900",0,13,0,0,0,13,0
AL,Northwest Alabama Council of Local Governments (NACOLG),4068,A,DR,FT,46,"9,680",0,0,"6,900","16,580",0,5,0,0,4,9,0
AL,Northwest Alabama Council of Local Governments (NACOLG),4068,A,DR,PT,46,"33,421",0,0,312,"33,733",0,61,0,0,1,62,0
AL,The Wave Transit System (WTS),4043,A,DR,FT,20,"45,037","6,983","2,258","13,494","67,772",0,19,4,1,7,31,0
AL,The Wave Transit System (WTS),4043,A,DR,PT,20,"1,121",500,"1,100",0,"2,721",0,3,0.5,0.5,0,4,0
